,Price,Address,Specifics,Full_address
515,"$2,090,000",5318 TAUNTON STREET,"7BD4BA0 Parking2,630 sqft","Pickering, ON"
516,"$899,900",775 Burnett Ave,"4BD3BA5 Parking2,000-2,500 sqft","Toronto, ON"
517,"$1,458,000",2746 E 47TH AVENUE,2BD1BA0 Parking749 sqft,"2746 E 47th Ave, Vancouver, BC V5S 1C5"
518,"$679,900",108 Bluffs Rd,2BD2BA3 Parking,"108 Bluffs Rd, Newcastle, ON L1B 1B9"
519,"$799,000",270 Surrey Dr,3+2BD2BA7 Parking,"270 Surrey Dr, Oshawa, ON L1G 6G9"
520,"$2,998,000",3036 W 24TH AVENUE,"4BD4BA4 Parking2,618 sqft","3036 W 24th Ave, Vancouver, BC V6L 1R6"
521,"$1,538,000",7843 WEDGEWOOD STREET,"6BD2BA4 Parking2,458 sqft","Toronto, ON"
522,"$1,399,900",81 Durham Rd,"4BD4BA4 Parking2,500-3,000 sqft","81 Lord Durham Rd, Markham, ON L6G 0C2"
523,"$675,000",1 Rosedale Ave,"2+4BD2BA3 Parking1,100-1,500 sqft","1 Rosedale Rd, Toronto, ON M4W 2P1"
524,"$729,000",61 Marsh Rd,"2+1BD2BA3 Parking700-1,100 sqft","61 Marsh Rd, Scarborough, ON M1K 1Z1"
525,"$1,799,000",1284B Commerce St,"4BD4BA4 Parking3,000-3,500 sqft","1284 Commerce St, Pickering, ON L1W 1C8"
526,"$915,000",99 Elliott St,"4BD3BA5 Parking2,000-2,500 sqft","99 Elliott St, Brampton, ON L6Y 2J3"
527,"$799,900",31 Kent St,"4+1BD3BA2 Parking1,500-2,000 sqft","31 Kent St, Guelph, ON N1H 3B6"
528,"$1,325,000",13 Allendale Rd,3+3BD3BA6 Parking,"13 Allendale Rd, Brampton, ON L6W 2Y7"
529,"$1,299,999",108 Anthony Lane,3BD4BA3 Parking,"108 Anthony Ln, Concord, ON L4K 3K8"
530,"$1,288,000",413 Clinton St,3BD2BA1 Parking,"413 Clinton St, Toronto, ON M6G 2Z1"
531,"$3,299,000",3511 SPRINGFIELD DRIVE,"5BD6BA3 Parking3,744 sqft","Markham, ON"
532,"$999,900",16 Duggan Dr,"4+3BD4BA6 Parking2,000-2,500 sqft","16 Duggan Dr, Brampton, ON L6Y 4H9"
533,"$919,000",57 Silver Tr,"3BD2BA2 Parking1,100-1,500 sqft","57 Silver Trail, Barrie, ON L4N 3P2"
534,"$5,680,000",7586 ANGUS DRIVE,"6BD7BA4 Parking4,425 sqft","Toronto, ON"
535,"$784,900",142 Oak Bay Rd,2BD2BA3 Parking,"Township of, 142 Oak Bay Rd, Port Severn, ON L0K 1S0"
536,"$1,699,990",20 Thompson Dr,"4+1BD3BA8 Parking2,500-3,000 sqft","20 Thompson Dr, Halton Hills, ON L7G 4S5"
537,"$9,800,000",2218 240 STREET,"8BD10BA30 Parking9,494 sqft","2218 240 St, Langley, BC V2Z 3A4"
538,"$1,520,000",208 E 55TH AVENUE,"3BD3BA0 Parking1,636 sqft","208 E 55th Ave, Vancouver, BC V5X 1M9"
539,"$1,625,000",1918 WARWICK CRESCENT,"6BD5BA6 Parking4,251 sqft","Newmarket, ON"
540,"$2,598,000",6530 ANGUS DRIVE,"4BD5BA1 Parking1,652 sqft","Toronto, ON"
541,"$980,000",62 Healey St,"3+1BD3BA6 Parking1,500-2,000 sqft","62 Healey St, Elora, ON N0B 1S0"
542,"$860,000",32261 SWIFT DRIVE,"3BD1BA7 Parking1,443 sqft","Toronto, ON"
543,"$999,999",44 Pentland Rd,3+1BD4BA6 Parking,"44 Pentland Crescent, Maple, ON L6A 1T5"
544,"$799,900",201 Bryan Crt,2+1BD3BA3 Parking,"201 Bryan Ct, Collingwood, ON L9Y 5J3"
545,"$3,680,000",6211 DYLAN PLACE,"5BD6BA6 Parking4,545 sqft","6211 Dylan Pl, Richmond, BC V7E 3Y9"
546,"$1,306,000",843 KEEFER STREET,"3BD2BA1 Parking1,348 sqft","Vaughan, ON"
547,"$1,378,800",11280 SCHOONER COURT,"5BD3BA4 Parking2,190 sqft","Markham, ON L6C 1R2"
548,"$1,550,000",2134 CENTENNIAL AVENUE,"8BD5BA4 Parking2,680 sqft","East Gwillimbury, ON"
549,"$624,900",99 Eighth St,"2BD3BA10 Parking1,500-2,000 sqft","99 Eighth St, Etobicoke, ON M8V 3C5"
550,"$2,295,000",1290 QUEENS AVENUE,"5BD3BA6 Parking2,793 sqft","1290 Queens Ave, Oakville, ON L6H 2B5"
551,"$1,298,000",12 Woodland Trail,"2+2BD3BA0 Parking2,742 sqft","12 Woodland Trail, Bethany, ON L0A 1A0"
552,"$938,800",3088 Monarch Drive,"4BD4BA0 Parking2,300 sqft","3088 Monarch Dr, Orillia, ON"
553,"$469,900",3 Thornton Street,"4BD1BA0 Parking1,336 sqft","3 Thornton St, Markham, ON L3S 4P7"
554,"$749,900",2072 Evans Boulevard,"3BD3BA0 Parking1,654 sqft","2072 Evans Blvd, London, ON N6M 0C4"
555,"$599,000",277 Mud Lake Road,"3BD3BA0 Parking65,535 sqft","277 Mud Lake Rd, Odessa, ON K0H 2H0"
556,"$1,450,000",60 Isabella Street,"3+1BD2BA17 Parking1,246 sqft","60 Isabella St, Unionville, ON L3R 5C8"
557,"$750,000",23 Houghton Street,"4+1BD2BA0 Parking1,860 sqft","23 Houghton St, Cambridge, ON N3C 4K8"
558,"$699,000",28 Dillon Drive,"2+1BD2BA0 Parking1,100 sqft","28 Dillon Dr, Brampton, ON L6X 0E4"
559,"$999,999",44 Pentland Road,"3+1BD4BA0 Parking2,119 sqft","44 Pentland Crescent, Maple, ON L6A 1T5"
560,"$1,224,900",2114 Riverbend Road,"4BD3BA7 Parking2,700 sqft","Markham, ON"
561,"$559,900",440 Mill Street,"4+1BD2BA0 Parking1,700 sqft","440 Mill St, Richmond Hill, ON L4C 8W8"
562,"$919,900",4062 Thomas Street,"3BD3BA0 Parking1,956 sqft","4062 Thomas St, Mississauga, ON L5M 7B8"
563,"$999,900",19 Stonegate Drive,"4BD4BA6 Parking2,150 sqft","19 Stonegate Dr, Kitchener, ON N2A 2Y7"
564,"$719,900",53 - 100 Southgate Parkway,"2+1BD3BA0 Parking1,159 sqft","53 Southgate Pkwy, St Thomas, ON N5R 6K2"
565,"$870,000",785 Reid Crescent,"2+1BD3BA0 Parking1,591 sqft","785 Reid Crescent, Listowel, ON N4W 2A0"
566,"$699,000",25 - 77 Avery Crescent,"3BD3BA5 Parking1,497 sqft","77 Avery Crescent, St. Catharines, ON L2P 0B6"
567,"$54,900",LOT 93 Empire Street,,"93 Empire St, Markham, ON L3P 3Z4"
568,"$54,900",LOT 94 Empire Street,,"94 Empire St, Markham, ON L3P 3Z4"
569,"$54,900",LOT 95 Empire Street,,"95 Empire St, Markham, ON L3P 3Z4"
570,"$2,499,000",25 Pine Ridge Road,"12BD7BA0 Parking65,535 sqft","25 Pine Ridge Dr, Scarborough, ON M1M 2X6"
571,"$1,599,900",247 APRIL ROAD,"6BD3BA5 Parking2,492 sqft","247 April Rd, Port Moody, BC V3H 3V3"
572,"$599,900",11 Marathon St,"3BD2BA8 Parking1,100-1,500 sqft","11 Marathon St, Hagersville, ON N0A 1H0"
573,"$1,999,000",3413 VICTORIA DRIVE,"6BD4BA5 Parking3,044 sqft","Uxbridge, ON"
574,"$649,850",18 Cabot St,"3BD2BA5 Parking1,100-1,500 sqft","18 Cabot St, Welland, ON L3C 5W4"
575,"$24,880,000",1126 WOLFE AVENUE,"6BD8BA4 Parking11,019 sqft","Toronto, ON"
576,"$1,099,966",13351 Westbury Drive,"3+2BD3BA11 Parking28,488 sqft","Toronto, ON"
577,"$1,299,900",2817 RAMBLER WAY,"4BD3BA4 Parking2,590 sqft","Toronto, ON"
578,"$1,599,000",418 Hinton Terr,"5BD4BA4 Parking3,000-3,500 sqft","418 Hinton Ter, Milton, ON L9T 7K6"
579,"$899,000",18 Crestview Ave,3BD2BA2 Parking,"18 Crestview Ave, Brampton, ON L6W 2R6"
580,"$1,999,888",370 Walter Dr W,"4+2BD4BA6 Parking2,500-3,000 sqft","370 Walter Dr, Keswick, ON L4P 3A7"
581,"$1,249,000",1329 Harrington St N,"4+1BD5BA4 Parking3,000-3,500 sqft","1329 Harrington St, Lefroy, ON L0L 1W0"
582,"$599,000",4 Leyton Ave,2+1BD1BA2 Parking,"4 Leyton Ave, Scarborough, ON M1L 3T4"
583,"$349,900",34 Wright St,"2BD1BA2 Parking700-1,100 sqft","34 Wright St, Richmond Hill, ON L4C 4A1"
584,"$3,489,000",46 Twyford Rd,4BD4BA6 Parking,"46 Twyford Rd, Etobicoke, ON M9A 1W5"
585,"$1,299,900",1601 Boardwalk Drive,"4BD4BA4 Parking3,200 sqft","Toronto, ON"
586,"$1,649,000",3389 PRICE STREET,"4BD2BA2 Parking2,614 sqft","Richmond Hill, ON"
587,"$899,990",2424 Holt Rd N,"3BD2BA7 Parking2,000-2,500 sqft","2424 Holt Rd, Bowmanville, ON L1C 3K7"
588,"$799,999",165 Hazelwood Dr,4BD3BA6 Parking,"165 Hazelwood Dr, Whitby, ON L1N 3L9"
589,"$919,900",4062 Thomas St,"3BD3BA2 Parking1,500-2,000 sqft","4062 Thomas St, Mississauga, ON L5M 7B8"
590,"$1,275,000",68 Merivale St,"4BD4BA4 Parking2,000-2,500 sqft","68 Merivale St, Oshawa, ON L1H 7P3"
591,"$1,298,000",12 Woodland Tr,"4BD3BA8 Parking2,500-3,000 sqft","12 Woodland Trail Ct, Woodbridge, ON L4L 9H9"
592,"$1,699,900",2 & 4 Marshall St,5BD5BA8 Parking,"2 Marshall St, Richmond Hill, ON L4C 0A4"
593,"$879,900",21 Ellis Ave,4BD3BA3 Parking,"21 Ellis Ave, York, ON M9N 1G2"
594,"$699,000",12 Lloyd George Ave,Detached,"12 Lloyd George Ave, Etobicoke, ON M8W 3W4"
595,"$1,139,900",1609 Boardwalk Drive,"3BD2BA4 Parking2,000 sqft","Toronto, ON"
596,"$1,149,900",1661 Boardwalk Drive,"4BD3BA4 Parking2,700 sqft","Toronto, ON"
597,"$938,800",3088 Monarch Dr,"4BD4BA5 Parking2,500-3,000 sqft","3088 Monarch Dr, Orillia, ON"
598,"$999,000",202 Prospect St,5BD3BA6 Parking,"202 Prospect St, Newmarket, ON L3Y 3T6"
599,"$1,889,000",31 Doncaster Ave,4+1BD4BA2 Parking,"31 Doncaster Ave, East York, ON M4C 1Y6"
600,"$675,900",149 Alma St,3BD1BA3 Parking,"149 Alma St, Oshawa, ON L1G 2C3"
601,"$599,900",25 Main Street,"3BD2BA7 Parking1,781 sqft","25 Main St, Toronto, ON M4E 2V5"
602,"$489,000",N/A Liberty Drive,,"Cambridge, ON"
603,"$3,999,888",15 Clark Ave,2+1BD2BA5 Parking,"15 Clark Ave, Thornhill, ON L3T 1S4"
604,"$789,900",16 Graham Crt,3BD3BA3 Parking,"16 Graham Ct, Whitby, ON L1N 6E1"
605,"$2,039,000",140 Euclid Ave,"5+2BD5BA12 Parking+5,000 sqft","140 Euclid Ave, Scarborough, ON M1C 1K1"
606,"$389,900",31 Albany Ave,"2BD2BA2 Parking700-1,100 sqft","31 Albany Ave, Toronto, ON M5S 1Y5"
607,"$439,000",424 Wilson St,"3BD2BA2 Parking1,100-1,500 sqft","424 Wilson Ave, North York, ON M3H 1T9"
608,"$795,000",70 Eastbury Drive,"3BD2BA1 Parking1,250 sqft","70 Eastbury Dr, Stoney Creek, ON L8E 2V4"
609,"$1,699,900",2&4 Marshall Street,"3+2BD5BA9 Parking2,542 sqft","2 Marshall St, Richmond Hill, ON L4C 0A4"
610,"$599,900",390 King Street,"3BD3BA8 Parking3,068 sqft","390 King St W, Toronto, ON M5V 1K2"
611,"$849,900",291B Nancy Street,"3+1BD4BA4 Parking2,119 sqft","Bolton, ON"
612,"$349,900",34 Wright Street,2BD1BA0 Parking833 sqft,"34 Wright St, Richmond Hill, ON L4C 4A1"
613,"$520,000",7128 Silvercreek Circle,,"7128 Silvercreek Pkwy N, Guelph, ON N1H 6J2"
614,"$549,900",27 A Mulholland Drive,"3BD2BA2 Parking1,100 sqft","27 Thomas Mulholland Dr, North York, ON M3K 0B5"
615,"$799,900",201 Bryan Court,"2+1BD3BA0 Parking1,500 sqft","201 Bryan Ct, Collingwood, ON L9Y 5J3"
616,"$449,900",26954 Highway 28 S,"3BD1BA0 Parking13,503 sqft","26954 ON-28, Bancroft, ON K0L 1C0"
617,"$150,000",31 Charles Road,,"31 Charles Sturdy Rd, Markham, ON L6C 3E8"
618,"$434,900",66 Spruce Drive,"3+1BD2BA4 Parking5,619 sqft","66 Spruce Ave, East Gwillimbury, ON L9N 1G5"
619,"$365,000",124 Walnut Street,"2BD1BA0 Parking1,300 sqft","124 Walnut St W, Whitby, ON L1N 2V9"
620,"$980,000",62 Healey Street,"3+1BD3BA6 Parking1,521 sqft","62 Healey St, Elora, ON N0B 1S0"
621,"$529,000",198 Townline Street,"3BD2BA7 Parking2,213 sqft","198 Townline St, St Williams, ON N0E 1P0"
622,"$799,900",31 Kent St,"5BD3BA2 Parking1,810 sqft","31 Kent St, Guelph, ON N1H 3B6"
623,"$449,900",206 Westchester Avenue,"3BD1BA0 Parking1,167 sqft","206 Westchester Crescent, St. Catharines, ON L2P 2W3"
624,"$459,900",55 John Street,"4BD2BA0 Parking1,688 sqft","55 John St., Thornhill, ON L3T 1Y1"
625,"$985,000",48 Windermere Road,"3+1BD2BA0 Parking1,264 sqft","48 Windermere Rd, St. Catharines, ON L2T 3W3"
626,"$779,900",9 Shannon Street,"3BD2BA4 Parking1,213 sqft","9 Shannon St, Toronto, ON M6J 2E6"
627,"$1,699,990",20 Thompson Drive,"4+1BD3BA8 Parking2,642 sqft","20 Thompson Dr, Halton Hills, ON L7G 4S5"
628,"$925,000",281 Corey Street,"4BD4BA0 Parking52,184 sqft","Prince Edward, ON K8N 4Z2"
629,"$769,900",71 Victoria Street,"4BD4BA6 Parking2,029 sqft","71 Victoria St, Toronto, ON M5C 1M1"
630,"$685,000",14 Parnell Road,3BD2BA3 Parking993 sqft,"Toronto, ON"
631,"$239,900",409 Wall Street,,"Markham, ON"
632,"$799,900",31 Kent St,"4+1BD3BA2 Parking1,810 sqft","31 Kent St, Guelph, ON N1H 3B6"
633,"$774,991",9 Magnolia Street,"3+1BD2BA4 Parking1,718 sqft","9 Magnolia St, Brantford, ON N3R 1P6"
634,"$879,900",63 Anastasia Boulevard,"2+1BD3BA6 Parking1,649 sqft","63 Anastasia Blvd, Smithville, ON L0R 2A0"
635,"$399,000",36 Old Snow Road,"2BD1BA5 Parking65,535 sqft","36 Old Snow Rd, MAYO, ON K0L 2X0"
636,"$744,900",1447 County Rd 3,"3+1BD4BA4 Parking9,583 sqft","1447 County Rd 3, Carrying Place, ON K0K 1L0"
637,"$784,900",142 Oak Bay Road,"2BD2BA3 Parking7,623 sqft","Township of, 142 Oak Bay Rd, Port Severn, ON L0K 1S0"
638,"$389,000",15 Black Road,"3BD2BA0 Parking65,535 sqft","15 Black Rd, Sault Ste. Marie, ON P6B 6L1"
639,"$799,900",15 Clare Avenue,"2+1BD2BA5 Parking1,600 sqft","15 Clare Ave, Welland, ON L3C 0B7"
640,"$899,900",1614 Stackhouse Avenue,"3BD3BA4 Parking5,009 sqft","1614 Stackhouse Ave, London, ON N5X 4R8"
641,"$869,800",107 Maple Street,"4BD3BA4 Parking2,225 sqft","107 Maple St, Ajax, ON L1S 1V5"
642,"$799,900",614504 Hamilton Lane,"3BD2BA0 Parking22,172 sqft","614504 Hamilton Ln, Markdale, ON N0C 1H0"
643,"$624,900",99 Eighth Street,"2BD3BA0 Parking1,700 sqft","99 Eighth St, Etobicoke, ON M8V 3C5"
644,"$355,000",150 State Street,"3BD2BA2 Parking1,382 sqft","150 State St, Welland, ON L3B 4K7"
645,"$999,998",49 Dorian Dr,"4BD3BA2 Parking2,000-2,500 sqft","49 Dorian Dr, Whitby, ON"
646,"$439,000",424 WILSON Street,"3BD2BA0 Parking1,115 sqft","424 Wilson St, Hamilton, ON L8L 1T2"
647,"$1,050,000",19 Southampton Drive,"4BD2BA2 Parking1,228 sqft","19 Southampton Dr, Scarborough, ON M1K 4V6"
648,"$529,900",49 Water Street,3BD2BA1 Parking955 sqft,"49 Water St, Markham, ON"
649,"$789,900",834 Ninth Avenue,"5BD2BA0 Parking1,000 sqft","834 9th Ave, Hamilton, ON L8T 2B1"
650,"$588,800",3 EAST 33RD Street,"3BD2BA0 Parking1,176 sqft","3 E 33rd St, Hamilton, ON L8V 3S9"
651,"$999,000",20 Flower Tr,"3+1BD4BA5 Parking1,500-2,000 sqft","20 Flower Trail, Brampton, ON L6P 1P1"
652,"$1,999,888",24 Timothy Crt,4+1BD4BA6 Parking,"24 Timothy Ct, Etobicoke, ON M9P 3T8"
653,"$2,488,000",21 George Cres S,"4+2BD4BA16 Parking3,500-5,000 sqft","21 George Crescent, Caledon East, ON L7C 1G3"
654,"$829,000",35 Spring St W,"3+1BD3BA6 Parking2,000-2,500 sqft","35 Spring St, Norwich, ON N0J 1P0"
655,"$1,140,000",957 Riverbend Rd,4BD4BA6 Parking,"Markham, ON"
656,"$999,000",31 Cliveden Pl,2+2BD3BA3 Parking,"31 Cliveden Pl, Markham, ON L6C 2S4"
657,"$309,900",24 Mimosa Cres,"2BD2BA2 Parking1,100-1,500 sqft","24 Mimosa Crescent, Innisfil, ON L9S 1P9"
658,"$599,000",369 Division St,"2+1BD2BA3 Parking1,100-1,500 sqft","369 Division St, Oshawa, ON L1G 5M8"
659,"$979,900",25 Crestwood Dr,4+1BD4BA6 Parking,"25 Crestwood Dr, Scarborough, ON M1E 1E6"
660,"$1,748,888",83 Wimbledon Court,"4+1BD4BA0 Parking5,749 sqft","83 Wimbledon Ct, Brampton, ON L6V 2S4"
661,"$639,900",71242 Goshen Line,"4BD2BA0 Parking65,535 sqft","71242 Goshen Line, Zurich, ON N0M 2T0"
662,"$1,299,000",21 Central Street,"5BD3BA11 Parking2,835 sqft","21 Central St, Etobicoke, ON M8V 2R6"
663,"$949,900",9323 White Oak Ave,"4BD3BA4 Parking2,000-2,500 sqft","9323 White Oak Ave, Niagara Falls, ON L2G 0E9"
664,"$1,449,000",30 Ann St,4+2BD3BA2 Parking,"30 Ann St, St. Marys, ON N4X 1C8"
665,"$834,900",155 Evergreen Ave,"3BD2BA5 Parking1,100-1,500 sqft","155 Evergreen Ave, Tiny, ON L0L 1P1"
666,"$1,388,000",84 Ernest Ave,3+1BD2BA6 Parking,"84 Ernest Ave, North York, ON M2J 3T6"
667,"$849,900",30 Greenbriar Rd,3BD1BA5 Parking,"30 Greenbriar Rd, North York, ON M2K 1H6"
668,"$1,050,000",58 Cameron St,"5BD4BA6 Parking1,500-2,000 sqft","58 Cameron St, Ajax, ON L1T 2W2"
669,"$995,000",616 Meadow Lane,"3BD2BA4 Parking1,500-2,000 sqft","616 Meadow Ln, Burlington, ON L7L 4R8"
670,"$699,999",119 Gorham Road,2+2BD2BA8 Parking960 sqft,"119 Gorham Rd, Ridgeway, ON L0S 1N0"
671,"$834,900",155 Evergreen Avenue,"3BD2BA5 Parking1,162 sqft","155 Evergreen Ave, Tiny, ON L0L 1P1"
672,"$599,900",77 Ivanhoe Rd,3BD2BA2 Parking,"77 Ivanhoe Ct, Scarborough, ON M1R 3G8"
673,"$825,000",64 Oaktree Dr,3BD3BA3 Parking,"64 Oaktree Dr, Haldimand, ON N3W 0E8"
674,"$1,488,000",67 Ray St,"4+1BD4BA6 Parking2,500-3,000 sqft","67 Ray St, Unionville, ON L3R 4R6"
675,"$1,480,000",23 Wiltshire Dr,3+2BD4BA2 Parking,"23 Wiltshire Dr, Markham, ON L6C 2N3"
676,"$2,175,000",586 Allbright Rd,4BD4BA20 Parking,"586 Allbright Rd, Uxbridge, ON L9P 1R4"
677,"$799,000",1 Granville Ave,3BD2BA5 Parking,"1 Granville Ave, Hamilton, ON L8H 7E2"
678,"$769,800",416 Dovedale Dr,3+1BD2BA5 Parking,"Toronto, ON"
679,"$1,499,900",2111 E 13TH AVENUE,"3BD3BA2 Parking1,473 sqft","2111 E 13th Ave, Vancouver, BC V5N 2C6"
680,"$949,900",250 Diana Dr,"4BD4BA6 Parking2,000-2,500 sqft","250 Dania Dr, Alpharetta, GA 30009, USA"
681,"$1,282,000",24 Sapphire Cres,4+2BD4BA6 Parking,"24 Sapphire Crescent, Brampton, ON L6Z 4C9"
682,"$599,900",77 Ivanhoe Road,2+1BD2BA0 Parking782 sqft,"77 Ivanhoe Ct, Scarborough, ON M1R 3G8"
683,"$715,000",8 Bradley Lane,"3+2BD2BA4 Parking1,166 sqft","8 Bradley Ln, Brantford, ON N3T 6R5"
684,"$979,900",25 Crestwood Drive,"4+1BD4BA6 Parking2,062 sqft","25 Crestwood Dr, Scarborough, ON M1E 1E6"
685,"$769,000",2 Davies Drive,"3+2BD2BA0 Parking1,211 sqft","2 Robertson Davies Dr, Brampton, ON L7A 1J9"
686,"$659,900",B - 100 Lillian Drive,"3BD2BA2 Parking1,121 sqft","Toronto, ON"
687,"$2,095,000",94 Lake Cres,4BD4BA2 Parking,"94 Lake Crescent, Etobicoke, ON M8V 1W1"
688,"$1,485,000",9955 286TH STREET,"3BD3BA10 Parking2,395 sqft","9955 286 St, Maple Ridge, BC V2W 1K9"
689,"$399,000",100 Perry St,1BD1BA6 Parking,"100 Perry St, Port Perry, ON L9L 1B7"
690,"$879,999",36 Mclaren Ave,"4BD3BA6 Parking2,000-2,500 sqft",No Address Found
691,"$1,999,000",3502 E 48TH AVENUE,"4BD4BA0 Parking2,536 sqft","3502 E 48th Ave, Vancouver, BC V5S 1H7"
692,"$929,850",179 RIDGE Street,"4BD2BA1 Parking1,043 sqft","179 Ridge St, Hamilton, ON L9A 2X6"
693,"$949,000",17 TUCKETT Street,"3BD2BA0 Parking1,500 sqft","17 Tuckett St, Hamilton, ON L8P 2A8"
694,"$1,175,000",77 PEACH TREE Lane,"4BD4BA2 Parking2,600 sqft","77 Peach Tree Ln, Grimsby, ON L3M 0C1"
695,"$394,900",23 ORCHARD Drive,3BD1BA1 Parking625 sqft,"23 Orchard Dr, Waterdown, ON L0R 2H4"
696,"$1,575,000",228 COUNTRY CLUB Drive,"4BD3BA2 Parking2,487 sqft","228 Country Club Dr, King, ON L7B 1M4"
697,"$1,150,000",42 CHATHAM Street,"3BD2BA3 Parking1,373 sqft","42 Chatham St, Hamilton, ON L8P 2B4"
698,"$1,190,000",23 Hewitt Drive,"4BD3BA2 Parking2,468 sqft","23 Hewitt Dr, Grimsby, ON L3M 5L3"
699,"$1,399,900",149 Willow Street,"4BD3BA2 Parking1,791 sqft","149 Willow St, Markham, ON"
700,"$999,900",2324 St Anns Road,"4BD3BA2 Parking1,310 sqft","2324 St Ann's Rd, Saint Anns, ON L0R 1Y0"
701,"$839,900",36 MULL Avenue,"4BD3BA1 Parking1,856 sqft","36 Mull Ave, Caledonia, ON N3W 0B9"
702,"$955,000",67 - 6262 REXFORD DRIVE,"3BD4BA4 Parking2,339 sqft","67 Rexford Dr, Markham, ON L6B 0V5"
703,"$1,199,900",19243 Hwy 35,"5BD3BA10 Parking3,000-3,500 sqft","19243 ON-35, Algonquin Highlands, ON"
704,"$650,000",43728 RYALL ROAD,"2BD1BA10 Parking1,281 sqft","43728 Ryall Rd, Agassiz, BC V0M 1A3"
705,"$2,799,000",135 Morden Rd,"3BD3BA8 Parking2,000-2,500 sqft","135 Morden Rd, Oakville, ON L6K 2R8"
706,"$2,500,000",2246 FRASER AVENUE,"1BD1BA0 Parking1,000 sqft","Toronto, ON"
707,"$2,500,000",2235 MANNING AVENUE,"1BD1BA2 Parking1,350 sqft","Toronto, ON"
708,"$2,588,000",77 Main St S,"4BD3BA15 Parking3,500-5,000 sqft","77 Main St S, Newmarket, ON L3Y 3Y5"
709,"$2,288,000",6800 GRANT PLACE,"6BD4BA2 Parking4,028 sqft","St. Catharines, ON L2P 0A2"
710,"$2,500,000",2243 MANNING AVENUE,"1BD1BA2 Parking1,000 sqft","Toronto, ON"
711,"$2,100,000",23 Hawthorne Lane,4+1BD5BA8 Parking,"23 Hawthorne Ln, Aurora, ON L4G 3K8"
712,"$2,688,800",196 Brookside Rd,"4+2BD5BA6 Parking3,500-5,000 sqft","196 Brookside Rd, Richmond Hill, ON L4C 9W5"
713,"$1,900,000",392 Bay St,"4BD2BA1 Parking1,500-2,000 sqft","392 Bay St., Toronto, ON M5H 3K5"
714,"$2,500,000",2238 FRASER AVENUE,"1BD1BA4 Parking1,000 sqft","Toronto, ON"
715,"$394,900",23 Orchard Dr,3BD1BA4 Parking,"23 Orchard Park Dr, Scarborough, ON M1E 3T6"
716,"$1,190,000",23 Hewitt Dr,"4BD3BA6 Parking2,000-2,500 sqft","23 Hewitt Dr, Grimsby, ON L3M 5L3"
717,"$699,990",15 Hunter Ave,"2BD1BA6 Parking700-1,100 sqft","Toronto, ON"
718,"$1,900,000",1662 ADAMS ROAD,"2BD3BA4 Parking2,615 sqft",No Address Found
719,"$4,750,000",13325 CEDAR WAY,"5BD1BA0 Parking4,380 sqft","Markham, ON"
720,"$2,188,000",3409 ARBUTUS STREET,"5BD2BA0 Parking2,760 sqft","Toronto, ON"
721,"$1,469,000",9 Monarch Dr,"4BD4BA6 Parking2,500-3,000 sqft","9 Monarch Dr, Georgetown, ON L7G 0H9"
722,"$2,390,000",222 Poly Dr,"4BD4BA4 Parking3,500-5,000 sqft",No Address Found
723,"$4,980,000",2850 RODGERS CREEK LANE,"4BD5BA2 Parking3,301 sqft","2850 Rodgers Crk Ln, West Vancouver, BC V7S 3H9"
724,"$1,550,000",3072 E 20TH AVENUE,"7BD5BA3 Parking2,182 sqft","3072 E 20th Ave, Vancouver, BC V5M 2V2"
725,"$1,249,999",8 Compton Crt,4+1BD4BA8 Parking,"8 Compton Ct, Bolton, ON L7E 1L4"
726,"$949,000",17 Tuckett St,3BD2BA1 Parking,"17 Tuckett St, Hamilton, ON L8P 2A8"
727,"$1,299,900",21 Harriet St,"4BD3BA6 Parking2,000-2,500 sqft","21 Harriet St, Toronto, ON M4L 2E8"
728,"$1,599,000",33163 HOLMAN PLACE,"7BD7BA9 Parking4,554 sqft","33163 Holman Pl, Mission, BC"
729,"$1,349,999",20 Portland Cres,"4+2BD3BA6 Parking1,500-2,000 sqft","20 Portland Crescent, Newmarket, ON L3Y 6A5"
730,"$690,000",11 Woodland Dr,"3BD1BA4 Parking700-1,100 sqft","11 Woodland Dr, Roseneath, ON K0K 2X0"
731,"$1,780,000",55 Muir Ave,"4+4BD6BA5 Parking2,000-2,500 sqft","55 Muir Ave, North York, ON M9L 1H5"
732,"$1,858,000",42 Garden Ave,3+1BD3BA4 Parking,"42 Garden Ave, Richmond Hill, ON L4C 6L9"
733,"$889,999",1707 BEAMAN DRIVE,"4BD3BA6 Parking1,800 sqft","1707 Beaman Rd, North York, ON M2N 1K6"
734,"$1,299,000",124 Burgess Ave,"2+1BD2BA0 Parking700-1,100 sqft","124 Burgess Ave, Toronto, ON M4E 1X4"
735,"$2,788,000",2974 W 42ND AVENUE,"4BD4BA1 Parking1,915 sqft","Markham, ON"
736,"$1,890,000",23 Arrowhead Dr,4BD4BA6 Parking,"23 Arrowhead Dr, Woodbridge, ON L4L 4A4"
737,"$299,900",454 Murray Street,"2BD1BA0 Parking65,535 sqft","Toronto, ON"
738,"$439,000",45 Woodhouse Street,3BD1BA4 Parking913 sqft,"45 Woodhouse St, Ancaster, ON"
739,"$649,850",18 Cabot Street,"3BD2BA0 Parking1,100 sqft","18 Cabot Dr, St. Catharines, ON L2M 2G1"
740,"$1,150,000",71 Cedar Street,"1+1BD3BA0 Parking1,098 sqft","71 Cedar St, Ajax, ON"
