,Price,Address,Specifics,full_address
2538,"$2,499,000",76 Miller Lake Shore Rd,3+2BD4BA12 Parking,"76, Miller Lake Shore Road, Municipality of Northern Bruce Peninsula, Bruce County, Southwestern Ontario, Ontario, N0H 1Z0, Canada"
2539,"$649,000",684 Chestnut St,"2BD1BA4 Parking700-1,100 sqft","684, Chestnut Street, City of Ithaca, Ulysses, Tompkins County, New York, 14850, United States"
2540,"$1,849,000",13 Quatro Cres,"4+2BD4BA6 Parking3,000-3,500 sqft","13, Quatro Crescent, Brampton, Peel Region, Golden Horseshoe, Ontario, L6P 2V6, Canada"
2541,"$999,000",38 Mccargow Dr,"4BD3BA4 Parking2,000-2,500 sqft","McCargow Drive, Avalon, Caledonia, Haldimand County, Southwestern Ontario, Ontario, N3W 1C4, Canada"
2542,"$699,900",203 Minns Ave,"2BD2BA12 Parking1,500-2,000 sqft","203, Minns Avenue, Kawartha Lakes, Central Ontario, Ontario, K0M 1A0, Canada"
2543,"$879,000",14 Chalmers Crt,4BD2BA4 Parking,"14, Chalmers Court, Calton, Glasgow, Glasgow City, Alba / Scotland, G40 2NG, United Kingdom"
2544,"$1,999,000",672 Deervalley Rd,"2+3BD3BA6 Parking1,500-2,000 sqft","672, Deervalley Road, Ancaster Heights, Ancaster, Hamilton, Golden Horseshoe, Ontario, L9G 3T7, Canada"
2545,"$1,100,000",357 Masters Dr,"4BD3BA4 Parking2,500-3,000 sqft","357, Masters Drive, Victoria, Victoria County, Texas, 77904, United States"
2546,"$569,997",208 Taylor Rd,"3BD1BA12 Parking1,100-1,500 sqft","208, Taylor Road, Enfield Shakers Historic District, Scitico, Enfield, Hartford County, Connecticut, 06082, United States"
2547,"$1,079,888",86 Harbourtown Cres,"4+1BD4BA4 Parking1,500-2,000 sqft","86, Harbourtown Crescent, Brampton, Peel Region, Golden Horseshoe, Ontario, L6V 4P3, Canada"
2548,"$1,299,800",3389 Brushland Cres,4+2BD5BA6 Parking,"Brushland Crescent, London, Southwestern Ontario, Ontario, N6P 0B6, Canada"
2549,"$1,698,999",2061 Falling Green Dr,4BD3BA4 Parking,"2061, Falling Green Drive, Palermo, Oakville, Halton Region, Golden Horseshoe, Ontario, L6M 0R4, Canada"
2550,"$1,399,900",1224 Melba Rd,3+1BD3BA6 Parking,"1224, Melba Road, Applewood Acres, Lakeview, Mississauga, Peel Region, Golden Horseshoe, Ontario, L4Y 1A0, Canada"
2551,"$1,488,000",201 Orchard Heights Blvd,4+1BD4BA4 Parking,"201, Orchard Heights Boulevard, Aurora, East Gwillimbury, York Region, Golden Horseshoe, Ontario, L4G 2Z4, Canada"
2552,"$2,750,000",7720 17th Sdrd,3+2BD4BA16 Parking,No Address Found
2553,"$639,900",7708 Yvette Cres,"3+1BD2BA5 Parking1,100-1,500 sqft","7708, Yvette Crescent, Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, L2H 1A2, Canada"
2554,"$469,000",389 Kenmore Pl,"2BD1BA2 Parking700-1,100 sqft","389, Kenmore Place, London, Southwestern Ontario, Ontario, N5Y 4K6, Canada"
2555,"$849,000",162 Mccabe Ave,"4BD4BA4 Parking2,000-2,500 sqft","162, McCabe Avenue, Pawtucket, Providence County, Rhode Island, 02861, United States"
2556,"$749,900",15 St Albans Dr,"4BD2BA6 Parking1,500-2,000 sqft","15, St Albans Drive, Hiland Park, Hampton, Virginia, 23669, United States"
2557,"$799,000",78 Portland St,"2BD2BA2 Parking1,100-1,500 sqft","78, Portland Street, Parkside, Portland, Cumberland County, Maine, 04101, United States"
2558,"$1,598,000",53 Raeburn Ave,3BD3BA5 Parking,"53, Raeburn Avenue, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 1N1, Canada"
2559,"$899,900",4241 Hwy 7,3+1BD3BA6 Parking,"4241, Highway 7, Oyster Pond, Halifax Regional Municipality, Halifax County, Nova Scotia, B0J 1W0, Canada"
2560,"$1,399,900",1086 Runningbrook Dr,"5+1BD3BA6 Parking2,000-2,500 sqft","1086, Runningbrook Drive, Applewood Hills, Mississauga, Peel Region, Golden Horseshoe, Ontario, L4Y 2N6, Canada"
2561,"$1,999,000",11 Eagle Rd,3+2BD3BA4 Parking,"11, Eagle Road, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 2Y4, Canada"
2562,"$1,249,999",2326 Proudfoot Tr,3BD2BA3 Parking,No Address Found
2563,"$649,000",680 7th Ave,"3BD2BA4 Parking1,100-1,500 sqft","678;680;684, 7th Avenue, Richmond District, San Francisco, CAL Fire Northern Region, California, 94118, United States"
2564,"$499,900",765 Wesley Acres Rd,1BD1BA4 Parking,"765, Wesley Acres Road, Bloomfield, Prince Edward County, Central Ontario, Ontario, K0K 1G0, Canada"
2565,"$819,900",6 Hawkins Crt,"3+1BD2BA3 Parking700-1,100 sqft","6, Hawkins Court, Samantha Lakes, Big Bethel, Hampton, Virginia, 23666, United States"
2566,"$1,638,888",1324 Clarriage Crt,"4+1BD5BA4 Parking3,000-3,500 sqft","Clarriage Court, Boyne, Milton, Halton Region, Golden Horseshoe, Ontario, L9T 2W3, Canada"
2567,"$4,799,000",269 Chartwell Rd,"4+1BD8BA7 Parking+5,000 sqft","269, Chartwell Road, Chartwell, Richland County, South Carolina, 29210, United States"
2568,"$1,649,000",3332 Highway 3 E,"3BD2BA12 Parking1,100-1,500 sqft",No Address Found
2569,"$1,449,900",25 Arcadian Circ,"3BD2BA3 Parking1,100-1,500 sqft",No Address Found
2570,"$1,289,000",310 Morden Rd,3+2BD2BA8 Parking,"310, Morden Road, Oakville, Halton Region, Golden Horseshoe, Ontario, L6K 2S3, Canada"
2571,"$1,149,900",10 Court St N,"3BD2BA5 Parking1,100-1,500 sqft","10, Court Street North, Milton, Halton Region, Golden Horseshoe, Ontario, L9T 2G5, Canada"
2572,"$724,900",9332 Griffon Street,"3BD3BA3 Parking1,560 sqft","Griffon Street, Merrimac, Gold Coast City, Queensland, 4226, Australia"
2573,"$434,900",36 High Street,"3BDBA4 Parking1,300 sqft",No Address Found
2574,"$1,499,700",16469 Keele St,"2BD3BA6 Parking3,000-3,500 sqft","16469, Keele Street, King, East Gwillimbury, York Region, Golden Horseshoe, Ontario, L0G 1J0, Canada"
2575,"$800,000",77 Westmoreland Ave,5BD3BA6 Parking,"77, Westmoreland Avenue, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 3L8, Canada"
2576,"$1,299,000",71 Janine St,"4+2BD4BA4 Parking3,500-5,000 sqft","71, Janine Street, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2A 0E4, Canada"
2577,"$1,299,000",71 Janine St,"4+2BD4BA4 Parking3,500-5,000 sqft","71, Janine Street, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2A 0E4, Canada"
2578,"$657,900",27 Dusenbury Dr,"3BD3BA2 Parking1,500-2,000 sqft","Dusenbury Drive, Odessa, Loyalist, Lennox and Addington County, Eastern Ontario, Ontario, K0H 2H0, Canada"
2579,"$674,900",33 Dusenbury Dr,"3BD3BA2 Parking1,500-2,000 sqft","Dusenbury Drive, Odessa, Loyalist, Lennox and Addington County, Eastern Ontario, Ontario, K0H 2H0, Canada"
2580,"$379,000",1239 Shiner Rd,"3BD2BA4 Parking1,500-2,000 sqft","Shiner Road, North Frontenac, Frontenac County, Eastern Ontario, Ontario, Canada"
2581,"$1,269,000",300 Symington Crt,"4BD5BA6 Parking2,500-3,000 sqft","300, Symington Court, KingMeadow, Oshawa, Durham Region, Golden Horseshoe, Ontario, L1L 1C4, Canada"
2582,"$1,539,000",LOT 17 Lucia Drive,"2BD2BA4 Parking1,660 sqft","Lucia Drive, Punta Gorda Isles, Punta Gorda, Charlotte County, Florida, 33950, United States"
2583,"$799,900",1749 4th Concession Road,2+1BD3BA9 Parking951 sqft,"1749, 4th Concession Road, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L1Y 1A8, Canada"
2584,$1,N/A King Street,,No Address Found
2585,"$999,000",2923 124 County Road,,No Address Found
2586,"$1,084,999",111 Ballantine Dr,3BD3BA3 Parking,"111, Ballantine Drive, Georgetown, Halton Hills, Halton Region, Golden Horseshoe, Ontario, L7G 0L5, Canada"
2587,"$1,850,000",16 Albert St,"4BD5BA7 Parking3,500-5,000 sqft","16, Albert Street, Waterdown, Hamilton, Golden Horseshoe, Ontario, L0R 2H0, Canada"
2588,"$1,409,000",236 Stadacona Ave,"4BD3BA4 Parking2,000-2,500 sqft","236, Stadacona Avenue, Nakoma, Hamilton, Golden Horseshoe, Ontario, L9G 4R6, Canada"
2589,"$1,099,000",251 Kingswood Dr,"4+3BD4BA5 Parking2,000-2,500 sqft","251, Kingswood Drive, Kingswood, Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 1L2, Canada"
2590,"$699,900",675 Elizabeth St,"3BD3BA4 Parking1,500-2,000 sqft","675, Elizabeth Street, Bridgeville, Allegheny County, Pennsylvania, 15017, United States"
2591,"$899,000",1215 Simcoe St S,3+2BD3BA4 Parking,"1215, Simcoe Street South, Oshawa, Durham Region, Golden Horseshoe, Ontario, L1H 8V9, Canada"
2592,"$1,499,850",67 Hammond Rd,"3BD3BA28 Parking1,500-2,000 sqft","67, Hammond Road, Renwick, Marlborough, 7204, New Zealand / Aotearoa"
2593,"$699,000",4514 Penetanguishene Rd,"3BD2BA4 Parking2,000-2,500 sqft","Penetanguishene Road, Airport Heights, St. John's, Newfoundland, Newfoundland and Labrador, A1C 1E9, Canada"
2594,"$1,188,000",473 Vaughan Rd,"2+4BD2BA3 Parking700-1,100 sqft","473, Vaughan Road, Toronto—St. Paul's, York, Toronto, Golden Horseshoe, Ontario, M6C 2R1, Canada"
2595,"$1,389,000",1 West Deane Valley Rd,"3+1BD2BA9 Parking1,100-1,500 sqft","1, West Deane Valley Road, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 4R3, Canada"
2596,"$1,139,000",27 Gallview Lane,3+1BD4BA3 Parking,"27, Gallview Lane, Ebenezer, Brampton, Peel Region, Golden Horseshoe, Ontario, L6P 2R4, Canada"
2597,"$2,349,000",59 Kingmount Cres,"4+2BD5BA11 Parking3,000-3,500 sqft","59, Kingmount Crescent, Headford, Richmond Hill, York Region, Golden Horseshoe, Ontario, L4B 4W3, Canada"
2598,"$7,500,000",20 Berkindale Dr,"5+1BD8BA9 Parking+5,000 sqft","20, Berkindale Drive, Don Valley West, North York, Toronto, Golden Horseshoe, Ontario, M2L 1B5, Canada"
2599,"$2,595,000",76 Edmund Seager Dr,"4+2BD4BA5 Parking3,000-3,500 sqft","76, Edmund Seager Drive, Thornhill, Vaughan, York Region, Golden Horseshoe, Ontario, L4J 8A2, Canada"
2600,"$999,999",1177 Peelar Cres,"4BD4BA6 Parking2,500-3,000 sqft",No Address Found
2601,"$6,290,000",51 Dove Lane,"7BD8BA9 Parking+5,000 sqft","51, Dove Lane, Markham, York Region, Golden Horseshoe, Ontario, L3T 5W1, Canada"
2602,"$1,095,000",36 Candlelight Crt,2BD3BA6 Parking,"36, Candlelight Court, Port Perry, Scugog, Durham Region, Golden Horseshoe, Ontario, L9L 1N5, Canada"
2603,"$969,000",1043 GODDARD ROAD,"2BD2BA4 Parking1,516 sqft","1043, Goddard Road, Goddard, Bear Creek, Marion County, Alabama, 35543, United States"
2604,"$689,000",5196 SUMMIT ROAD,"6BD2BA4 Parking2,016 sqft","5196, Summit Road, Madeira Park, Area A (Egmont/Pender Harbour), Sunshine Coast Regional District, British Columbia, V0N 2H0, Canada"
2605,"$849,000",7926 Highway 7,"2BD2BA11 Parking1,100-1,500 sqft","7926, Highway 7, Musquodoboit Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
2606,"$849,000",500 Belleview Boulevard,"3+1BD2BA7 Parking1,550 sqft","500, Belleview Boulevard, Ridgeway, Fort Erie, Niagara Region, Golden Horseshoe, Ontario, L0S 1B0, Canada"
2607,"$549,900",1162 Cannon Street E,"3+1BD2BA3 Parking1,690 sqft","1162, Cannon Street East, The Delta, Hamilton, Golden Horseshoe, Ontario, L8L 7M5, Canada"
2608,"$679,900",980 Hannah Avenue S,"1+2BD3BA3 Parking6,011 sqft","Hannah Avenue South, Listowel, North Perth, Perth County, Southwestern Ontario, Ontario, N4W 2L1, Canada"
2609,"$849,900",7986 Peter Street,"3+1BD2BA6 Parking1,408 sqft","7986, Peter Street, Chippawa, Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, L2G 7B4, Canada"
2610,"$2,495,900",369 Scenic Drive,"4BD4BA12 Parking3,060 sqft","369, Scenic Drive, Loveland, Larimer County, Colorado, 80537, United States"
2611,"$669,900",6592 O'neil Street,"3+2BD2BA4 Parking1,110 sqft","6592, O'Neil Street, Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, L2J 1M7, Canada"
2612,"$879,900",146 Gunn Avenue,"3+1BD2BA4 Parking1,750 sqft","146, Gunn Avenue, Hespeler, Cambridge, Region of Waterloo, Southwestern Ontario, Ontario, N3C 3J6, Canada"
2613,"$425,000",342 Vincent Street,2+1BD1BA2 Parking798 sqft,"342, Vincent Street, Woodstock, Oxford County, Southwestern Ontario, Ontario, N4S 6W5, Canada"
2614,"$199,000",12873 County Road 16,,"12873, County Road 16, Sherman County, Texas, 79084, United States"
2615,"$599,900",6118 Wildrose Crescent,"3BD2BA2 Parking1,008 sqft","6118, Wildrose Crescent, Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, L2G 7B5, Canada"
2616,"$625,000",30 Brooklyn Avenue,"3BD2BA3 Parking9,408 sqft","30, Brooklyn Avenue, Wyandanch, Town of Babylon, Suffolk County, New York, 11798, United States"
2617,"$629,000",136 Kingsmill Avenue,2BD2BA1 Parking870 sqft,"136, Kingsmill Avenue, Guelph, Southwestern Ontario, Ontario, N1E 6V1, Canada"
2618,"$1,199,000",13 Hickory Drive,"3+2BD4BA4 Parking4,356 sqft","13, Hickory Drive, Pemberwick, Greenwich, Town of Rye, Fairfield County, Connecticut, 06831, United States"
2619,"$1,449,000",1055 Eagletrace Drive,"4+2BD5BA5 Parking3,050 sqft","Eagletrace Drive, London, Southwestern Ontario, Ontario, N6G 0S5, Canada"
2620,"$675,000",3393 Marion Avenue,"3BD1BA2 Parking1,000 sqft","3393, Marion Avenue, Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, L2J 2Z7, Canada"
2621,"$499,900",765 Wesley Acres Road Road,,No Address Found
2622,"$1,099,000",26 Windwhisper Drive,"3+1BD3BA7 Parking45,084 sqft","26, Windwhisper Drive, Belleville, Central Ontario, Ontario, Canada"
2623,"$699,900",675 Elizabeth Street,"3BD3BA4 Parking1,590 sqft","675, Elizabeth Street, Bridgeville, Allegheny County, Pennsylvania, 15017, United States"
2624,"$467,000",330 Black River Road,"3BD3BA6 Parking65,535 sqft","330, Black River Road, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0M 1X0, Canada"
2625,"$539,000",68 Vanier Place,"4BD2BA4 Parking1,200 sqft","68, Vanier Place, St. Thomas, Southwestern Ontario, Ontario, N5R 6A7, Canada"
2626,"$1,349,900",391 Bishopsgate Road,"3+1BD2BA15 Parking52,272 sqft","391, Bishopsgate Road, Scotland, Brant County, Southwestern Ontario, Ontario, N0E 1R0, Canada"
2627,"$799,000",3157 Frances Stewart Road,"3+1BD4BA4 Parking1,473 sqft","3157, Frances Stewart Road, Peterborough, Central Ontario, Ontario, K9H 7H2, Canada"
2628,"$550,000",119 Louth Street,3+1BD2BA5 Parking960 sqft,"119, Louth Street, St. Catharines, Niagara Region, Golden Horseshoe, Ontario, L2S 2B4, Canada"
2629,"$575,000",7 Wilde Place,3+1BD2BA2 Parking965 sqft,"7, Wilde Place, Mount Roskill, Puketāpapa, Auckland, 1041, New Zealand / Aotearoa"
2630,"$519,900",208 Admiral Drive,"3BD2BA2 Parking1,104 sqft","208, Admiral Drive, Admiral Heights, Annapolis, Anne Arundel County, Maryland, 21401, United States"
2631,"$720,000",2538 Marsdale Drive,"2+2BD2BA6 Parking1,026 sqft","2538, Marsdale Drive, Peterborough, Central Ontario, Ontario, K9L 1R4, Canada"
2632,"$649,000",216 Hamilton Drive,"2+1BD2BA9 Parking1,290 sqft","216, Hamilton Drive, Lake Caroline, Caroline County, Virginia, 22546, United States"
2633,"$714,900",526 Alberta Avenue,"3BD3BA4 Parking1,572 sqft","526, Alberta Avenue, Sunnyvale, Santa Clara County, California, 94087, United States"
2634,"$699,900",429 Auden Road,"3BD2BA2 Parking1,000 sqft","429, Auden Road, Guelph, Southwestern Ontario, Ontario, N1E 5H5, Canada"
2635,"$649,000",680 7th Avenue,"2+1BD2BA4 Parking1,216 sqft","678;680;684, 7th Avenue, Richmond District, San Francisco, CAL Fire Northern Region, California, 94118, United States"
2636,"$1,149,000",68 Welwood Avenue,"3BD3BA9 Parking1,792 sqft","68, Welwood Avenue, Wellesley, Region of Waterloo, Southwestern Ontario, Ontario, N0B 2T0, Canada"
2637,"$979,000",2214 Lakeshore Road E,"3+1BD3BA6 Parking1,282 sqft","2214, Lakeshore Road East, Oro-Medonte, Simcoe County, Central Ontario, Ontario, L3V 6H1, Canada"
2638,"$949,899",236 Albert Street E,"3BD2BA5 Parking1,654 sqft","236, Albert Street East, Sault Ste. Marie, Algoma District, Northeastern Ontario, Ontario, P6A 1Y9, Canada"
2639,"$2,995,000",174 Tiny Beaches Road N,"4+1BD5BA13 Parking3,090 sqft","174, Tiny Beaches Road North, Tiny, Simcoe County, Central Ontario, Ontario, L0L 2J0, Canada"
2640,"$629,000",185 Cormack Drive,"3+2BD3BA6 Parking7,013 sqft","Cormack Drive, Madison, Carroll County, New Hampshire, 03849, United States"
2641,"$799,000",1123 Lorne Lane,"3BD2BA8 Parking65,535 sqft","Lorne Lane, North Fair Oaks, San Mateo County, CAL Fire Northern Region, California, 94027, United States"
2642,"$449,900",6 Kearns Lane,,"4;6, Kearns Lane, Adams, Berkshire County, Massachusetts, 01220, United States"
2643,"$1,300,000",145 Owen Street,"8BD4BA6 Parking3,800 sqft","145, Owen Street, Newtown, Wellington, Wellington City, Wellington, 6021, New Zealand / Aotearoa"
2644,"$1,850,000",16 Albert Street,"4BD5BA7 Parking3,530 sqft","16, Albert Street, Waterdown, Hamilton, Golden Horseshoe, Ontario, L0R 2H0, Canada"
2645,"$799,900",184 Munro Circle,"4BD3BA4 Parking2,175 sqft","Munro Circle, Hollywood Hills, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 91608, United States"
2646,"$1,050,000","15,17,19,21 Young Street","14BD7BA6 Parking8,886 sqft",No Address Found
2647,"$899,999",8 Jones Street,"4BD2BA6 Parking2,619 sqft","8, Jones Street, Red Hill, Brisbane City, Queensland, 4059, Australia"
2648,"$625,000",109 Emerald Court,"2BD2BA4 Parking1,520 sqft","109, Emerald Court, Hamilton, Golden Horseshoe, Ontario, Canada"
2649,"$335,000",1498 Pinegrove Crescent,"3+2BD2BA4 Parking7,997 sqft","Pinegrove Crescent, North Bay, Nipissing District, Northeastern Ontario, Ontario, P1B 4S3, Canada"
2650,"$2,898,900",105 Rathwell Road,"3BD1BA12 Parking65,535 sqft","105, Rathwell Road, Drummond-North Elmsley, Lanark County, Eastern Ontario, Ontario, K7H 3C3, Canada"
2651,"$669,900",482 Vine Street,"3BD2BA7 Parking1,050 sqft","482, Vine Street, St. Catharines, Niagara Region, Golden Horseshoe, Ontario, L2M 3S6, Canada"
2652,"$2,398,998",49 Cranston Drive,"5BD3BA11 Parking3,600 sqft","49, Cranston Drive, Mono Road, Caledon East, Caledon, Peel Region, Golden Horseshoe, Ontario, L7C 2W8, Canada"
2653,"$599,900",45 Hoths Lane,"2BD2BA6 Parking1,300 sqft","45, Hoths Lane, Huntsville, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, P0B 1L0, Canada"
2654,"$689,999",17 Trottier Drive,"4BD3BA5 Parking1,980 sqft","17, Trottier Drive, Tillsonburg, Oxford County, Southwestern Ontario, Ontario, N4G 1V1, Canada"
2655,"$1,469,000",48664 John Wise Line,"4+2BD4BA23 Parking30,927 sqft","John Wise Line, Southwold, Elgin County, Southwestern Ontario, Ontario, Canada"
2656,"$350,000",36 Dundas Street W,,"36, Dundas Street West, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 2C2, Canada"
2657,"$350,000",36 Dundas Street W,"2BD1BA4 Parking16,944 sqft","36, Dundas Street West, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 2C2, Canada"
2658,"$1,090,000",231 Dundas Street W,Detached,"231, Dundas Street West, Oakville, Halton Region, Golden Horseshoe, Ontario, L6M 4M2, Canada"
2659,"$899,000",4975 Mervis Crescent,"2+1BD3BA5 Parking1,590 sqft",No Address Found
2660,"$2,900,000",374 Pleasant Bay Road,"3BD1BA6 Parking1,273 sqft","374, Pleasant Bay Road, Prince Edward County, Central Ontario, Ontario, Canada"
2661,"$559,900",5761 Hemlock Street,"3BD3BA2 Parking1,250 sqft","5761, Hemlock Street, Foothill Farms, Sacramento County, California, 95841, United States"
2662,"$1,299,000",71 Janine Street,"6BD4BA4 Parking3,625 sqft","71, Janine Street, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2A 0E4, Canada"
2663,"$879,900",9 - 41 Earlscourt Terrace,"3+1BD4BA4 Parking1,913 sqft","Earlscourt Terrace, Middlesex Centre, Middlesex County, Southwestern Ontario, Ontario, N0L 1R0, Canada"
2664,"$579,900",17 Ainsworth Drive,"2BD2BA4 Parking1,353 sqft","17, Ainsworth Drive, The Meadows, City of Nottingham, England, NG2 1PL, United Kingdom"
2665,"$434,900",25 Young Street,"4BD2BA3 Parking6,141 sqft","25, Young Street, Saint Kilda, Dunedin, Dunedin City, Otago, 9012, New Zealand / Aotearoa"
2666,"$825,000",7068 Hacienda Road,"3+1BD2BA9 Parking57,891 sqft","7068, Hacienda Road, Elgin County, Southwestern Ontario, Ontario, N5H 2R1, Canada"
2667,"$1,099,000",112 Hollyridge Crescent,"4+1BD4BA4 Parking2,114 sqft","112, Hollyridge Crescent, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2N 3J2, Canada"
2668,"$1,299,000",71 Janine Street,"4+2BD4BA4 Parking3,625 sqft","71, Janine Street, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2A 0E4, Canada"
2669,"$999,000",2723 Desert Lake Road,"1+2BD2BA13 Parking65,535 sqft","Desert Lake Road, Grayson County, Texas, United States"
2670,"$599,000",7 Tackabury Street,"3+1BD2BA8 Parking1,410 sqft","Tackabury Street, Lion's Head, Municipality of Northern Bruce Peninsula, Bruce County, Southwestern Ontario, Ontario, N0H 1W0, Canada"
2671,"$774,900",1040 County 14 Road,"3BD2BA11 Parking65,535 sqft","County 14 Road, Stone Mills, Lennox and Addington County, Eastern Ontario, Ontario, K0K 2W0, Canada"
2672,"$2,188,000",1377 Creekside Drive,"4BD4BA4 Parking3,676 sqft","1377, Creekside Drive, Oakville, Halton Region, Golden Horseshoe, Ontario, L6H 5M8, Canada"
2673,"$549,900",402426 Grey Road 4,"4BD2BA8 Parking1,456 sqft","Grey Road 4, Grey Highlands, Grey County, Southwestern Ontario, Ontario, Canada"
2674,"$699,900",203 Minns Avenue,"2BD2BA10 Parking1,720 sqft","203, Minns Avenue, Kawartha Lakes, Central Ontario, Ontario, K0M 1A0, Canada"
2675,"$439,900",614 Erie Street,"3BD2BA5 Parking8,755 sqft","614, Erie Street, Village of Little Valley, Town of Little Valley, Cattaraugus County, New York, 14755, United States"
2676,"$1,399,999",30 Foliage Drive,"3BD3BA10 Parking2,922 sqft","30, Foliage Drive, Tiny, Simcoe County, Central Ontario, Ontario, Canada"
2677,"$425,000",1258 County Road 3,,"1258, County Road 3, Rednersville, Prince Edward County, Central Ontario, Ontario, K8N 4Z1, Canada"
2678,"$500,000",1201 Kenneth Avenue,"4BD2BA2 Parking1,300 sqft","1201, Kenneth Avenue, Peterborough, Central Ontario, Ontario, K9J 5L4, Canada"
2679,"$798,300",9 Hague Boulevard,"3BD1BA2 Parking1,007 sqft","9, Hague Boulevard, Lakefield, Selwyn, Peterborough County, Central Ontario, Ontario, K0L 2H0, Canada"
2680,"$789,000",1 Antrin Street,"2BD1BA2 Parking1,298 sqft","Antrin Street, Woodbridge Park, Vaughan, York Region, Golden Horseshoe, Ontario, L4L 9S1, Canada"
2681,"$840,000",96 Division Street,"6BD2BA1 Parking1,877 sqft","96, Division Street, City of Schenectady, Schenectady, New York, 12304, United States"
2682,"$614,900",70 Lawrence Street,2+1BD2BA2 Parking827 sqft,"70, Lawrence Street, Foss Islands, York, England, YO10 3BX, United Kingdom"
2683,"$2,650,000",901 Fall Harvest Court,"2+2BD3BA6 Parking2,654 sqft","Fall Harvest Court, Deer Ridge, Doon, Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, N2P 2K5, Canada"
2684,"$469,900",28 Yarwood Street,"5BD3BA3 Parking1,875 sqft","28, Yarwood Street, St. Thomas, Southwestern Ontario, Ontario, N5P 2X5, Canada"
2685,"$399,999",1000 Oxford Street E,3BD2BA3 Parking900 sqft,"1000, Oxford Street East, London, Southwestern Ontario, Ontario, N5Y 3K7, Canada"
2686,"$649,000",869 Daytona Drive,"3+1BD2BA8 Parking1,175 sqft","869, Daytona Drive, Fort Erie, Niagara Region, Golden Horseshoe, Ontario, L2A 3C2, Canada"
2687,"$949,900",1488 Concession 2 Townsend,"3+1BD2BA32 Parking65,535 sqft","1488, Concession 2 Townsend, Norfolk County, Southwestern Ontario, Ontario, N0E 1Z0, Canada"
2688,"$469,900",28 Yarwood Street,"5BD3BA3 Parking1,875 sqft","28, Yarwood Street, St. Thomas, Southwestern Ontario, Ontario, N5P 2X5, Canada"
2689,"$869,000",102 Tiller Trail,"3BD2BA3 Parking1,278 sqft","102, Tiller Trail, Brampton, Peel Region, Golden Horseshoe, Ontario, L6X 4T7, Canada"
2690,"$899,000",309 Sykes Street N,2BD1BA1 Parking782 sqft,"309, Sykes Street North, Meaford, Grey County, Southwestern Ontario, Ontario, N4L 1J4, Canada"
2691,"$424,900",56 Melbourne Street W,"Studio2BA2 Parking1,500 sqft","56, Melbourne Street West, Kawartha Lakes, Central Ontario, Ontario, K9V 2T9, Canada"
2692,"$649,000",1151 Green Acres Drive,"1+3BD2BA6 Parking1,120 sqft","1151, Green Acres Drive, Texarkana, Miller County, Arkansas, 71854, United States"
2693,"$849,000",51 Karalee Crescent,"3BD4BA5 Parking1,753 sqft","51, Karalee Crescent, Hespeler, Cambridge, Region of Waterloo, Southwestern Ontario, Ontario, N3C 2T5, Canada"
2694,"$299,900",71817 Sunridge Crescent,,No Address Found
2695,"$199,000",551 Queen Street N,,"Queen Street North, Euclid-St. Paul, Saint Petersburg, Pinellas County, Florida, 33713, United States"
2696,"$919,900",135 Hexam Street,"5BD3BA4 Parking1,400 sqft","135, Hexam Street, Preston, Cambridge, Region of Waterloo, Southwestern Ontario, Ontario, N3H 4T3, Canada"
2697,"$899,000",23 Kayla Crescent,"3+1BD4BA6 Parking1,806 sqft","23, Kayla Crescent, Vaughan, York Region, Golden Horseshoe, Ontario, L6A 2W5, Canada"
2698,"$329,900",27 Young Street,"3BD1BA1 Parking9,888 sqft","27, Young Street, Lynmouth, New Plymouth, New Plymouth District, Taranaki, 4310, New Zealand / Aotearoa"
2699,"$825,000",82522 Bluewater Highway,"6BD3BA14 Parking65,535 sqft","82522, Bluewater Highway, Ashfield–Colborne–Wawanosh, Huron County, Southwestern Ontario, Ontario, N7A 1W5, Canada"
2700,"$675,000",3388 Highway 3,"3+2BD2BA10 Parking2,315 sqft","3388, Highway 3, Haldimand County, Southwestern Ontario, Ontario, Canada"
